package_id,location_id,latitude,longitude,arrival_hour,arrival_period
2075,266,40.70628425711251,-73.97651588855142,6.000092156536147,6-9 AM
2362,302,40.691311169338576,-73.91761375860723,6.000681114654767,6-9 AM
1455,183,40.71211525072471,-73.93295440769977,6.004421466258934,6-9 AM
1608,203,40.64504802203092,-73.93941310894641,6.0059764056572105,6-9 AM
2205,281,40.63479926478509,-73.94352757970093,6.012562330883874,6-9 AM
757,95,40.66171386771139,-74.05738296581914,6.0226886249344265,6-9 AM
1147,143,40.73912932330217,-73.96225064757748,6.022992097947676,6-9 AM
1380,170,40.6418316464223,-73.94168767906014,6.02352477231575,6-9 AM
2928,371,40.74506492063774,-73.96191765219616,6.025857007775341,6-9 AM
2343,302,40.691311169338576,-73.91761375860723,6.032145893086077,6-9 AM
472,58,40.73199721576466,-73.97358169253788,6.0329874859754415,6-9 AM
3798,484,40.66338649568379,-74.05873261260854,6.035339628859926,6-9 AM
899,113,40.724382837466095,-73.96002260264875,6.036325425704662,6-9 AM
1065,133,40.65622651494719,-74.066840324195,6.037822559927277,6-9 AM
2992,380,40.737324779504334,-73.95882139150045,6.042043552578171,6-9 AM
1709,218,40.767501006170704,-74.0683710952968,6.043144338216255,6-9 AM
281,34,40.72880398323541,-73.9649758102816,6.043633997003646,6-9 AM
2566,326,40.62612659236351,-73.9390239914836,6.048084469365369,6-9 AM
1972,251,40.7252329888081,-73.96099302373845,6.049777441897794,6-9 AM
2921,370,40.7628809428143,-74.04724254211183,6.050014651798899,6-9 AM
1351,166,40.6508181110411,-74.0606666888528,6.050842994668743,6-9 AM
536,67,40.61413570186447,-73.93462079274168,6.053621804200241,6-9 AM
185,20,40.68344800138947,-73.9187546619578,6.054665476954649,6-9 AM
1611,203,40.64504802203092,-73.93941310894641,6.057386899311861,6-9 AM
1844,236,40.62569154273744,-73.95431083085649,6.057466456653759,6-9 AM
2646,337,40.7285974481322,-73.9722951440722,6.065540135958606,6-9 AM
2259,291,40.70059262083511,-73.92997158883476,6.0676935351160415,6-9 AM
1210,150,40.64150921368016,-73.9319531974005,6.070056288984558,6-9 AM
3819,486,40.77260364995317,-74.06936260696983,6.0716525739574285,6-9 AM
523,65,40.71492586976817,-73.96670059741139,6.073202344669614,6-9 AM
1198,150,40.64150921368016,-73.9319531974005,6.0763432797172525,6-9 AM
257,31,40.72836145848515,-73.98002244780078,6.079100923491756,6-9 AM
450,56,40.632373779911255,-73.89951167035275,6.079596611621459,6-9 AM
278,34,40.72880398323541,-73.9649758102816,6.086348028940017,6-9 AM
717,91,40.65726030335579,-74.0591340144291,6.0899207696180335,6-9 AM
669,84,40.63951172366793,-73.94865986932467,6.091957506617418,6-9 AM
3852,491,40.64086715518069,-74.07073198926835,6.093170628105467,6-9 AM
3494,442,40.63158386938711,-73.93862115689618,6.093204390733369,6-9 AM
616,75,40.64484100598035,-73.94829511694402,6.093402248653534,6-9 AM
3077,389,40.73529688430511,-73.96647005912509,6.097412315075244,6-9 AM
623,77,40.64147565179022,-73.92112036393397,6.097578538473756,6-9 AM
2586,328,40.62437365719571,-74.05700591782026,6.103293925719944,6-9 AM
1831,234,40.75327973361125,-73.99779687725054,6.104734657968671,6-9 AM
3306,417,40.77553136178315,-74.0332259586788,6.1090222449487275,6-9 AM
1148,143,40.73912932330217,-73.96225064757748,6.110164087502463,6-9 AM
145,19,40.73424154180773,-73.97239775880088,6.1120445662476435,6-9 AM
1428,179,40.77288477708667,-74.05279897716545,6.116789889977002,6-9 AM
2373,303,40.63131530129062,-73.91917738636805,6.116873539045392,6-9 AM
2489,319,40.66937291622909,-74.05665533604402,6.117795154945981,6-9 AM
1979,252,40.66053766597353,-74.07276274067438,6.118175501078458,6-9 AM
3187,404,40.62808216568928,-73.92599481935865,6.118252755361089,6-9 AM
1704,217,40.73466668457475,-73.97794573385998,6.121052480579099,6-9 AM
167,20,40.68344800138947,-73.9187546619578,6.12218640695691,6-9 AM
299,36,40.64744355806835,-74.06800475866223,6.122605848799436,6-9 AM
3628,460,40.61877491118612,-73.96207635332671,6.131643265106231,6-9 AM
2194,280,40.63652432392792,-73.9422792990486,6.132197584711144,6-9 AM
3772,480,40.66393492958717,-74.0695134280194,6.140054459697821,6-9 AM
2819,358,40.62110761217016,-73.92919927386487,6.14701393491382,6-9 AM
2773,352,40.7321429786004,-73.96704391838209,6.147926961329474,6-9 AM
1835,235,40.73849444632348,-73.98620683648586,6.148843120016513,6-9 AM
2545,324,40.62076858890445,-73.92688481602325,6.158231856486652,6-9 AM
1904,242,40.76226721380081,-74.05968234685875,6.158295773578808,6-9 AM
3839,489,40.65296718335912,-74.08833833502374,6.160303807173052,6-9 AM
2372,303,40.63131530129062,-73.91917738636805,6.161491574725377,6-9 AM
3905,499,40.66405729593598,-74.06594499029256,6.169547072390272,6-9 AM
2907,368,40.62713987216036,-73.954154904729,6.169876672132674,6-9 AM
2817,358,40.62110761217016,-73.92919927386487,6.171007162655802,6-9 AM
2104,270,40.70189504200913,-73.92232721641321,6.171080742010858,6-9 AM
1616,204,40.671490834528456,-74.05036757791505,6.173196477675352,6-9 AM
2609,332,40.64442273564262,-74.04546448379214,6.175373961710631,6-9 AM
2141,275,40.76327015656037,-73.99150170816621,6.175695915853602,6-9 AM
2042,261,40.64436499420162,-74.06744699962633,6.179829902583925,6-9 AM
659,82,40.73113072103256,-73.95401159522514,6.181056251971691,6-9 AM
3770,479,40.63453609433939,-73.94689881033526,6.1836499744307165,6-9 AM
855,110,40.65133907367868,-74.07443698981555,6.1840488813320045,6-9 AM
1005,126,40.62397952745932,-73.9338940584305,6.187959610366064,6-9 AM
3076,389,40.73529688430511,-73.96647005912509,6.188722428054072,6-9 AM
3336,421,40.66508839775954,-74.07362844927698,6.1897602266960385,6-9 AM
1040,130,40.64488668771183,-73.93998596315032,6.195613773781476,6-9 AM
1895,240,40.69099090446901,-73.9334842668595,6.201702540271683,6-9 AM
2365,302,40.691311169338576,-73.91761375860723,6.202814248417149,6-9 AM
184,20,40.68344800138947,-73.9187546619578,6.208083902625496,6-9 AM
2400,307,40.680321173189945,-73.92612929404721,6.21160691277887,6-9 AM
2190,279,40.73118488590568,-73.95178256287396,6.2134670366337295,6-9 AM
1441,181,40.71174904596764,-73.9325449004751,6.213474855520299,6-9 AM
632,78,40.65307461293725,-74.07052454986996,6.217340663383677,6-9 AM
3099,393,40.62678839273456,-73.92111866521589,6.217566950863445,6-9 AM
1281,157,40.766140018261055,-73.9803248459049,6.218705506103711,6-9 AM
746,94,40.75813678312954,-73.98263362758085,6.219587771305331,6-9 AM
2350,302,40.691311169338576,-73.91761375860723,6.220092202378808,6-9 AM
695,88,40.618037271792566,-73.93656469885771,6.220490241990038,6-9 AM
491,60,40.64026031814238,-74.06318506203314,6.225413345207427,6-9 AM
1677,214,40.77648032983347,-74.05810590755885,6.230915008142622,6-9 AM
54,8,40.766633288444886,-74.06069589757584,6.230939729486379,6-9 AM
3508,444,40.65921522718601,-74.06692057634966,6.235608728378396,6-9 AM
644,80,40.654757477003145,-74.05957566847822,6.2357354914650625,6-9 AM
3687,469,40.77022731476551,-74.05425840611277,6.2360930255861975,6-9 AM
3250,412,40.67103349902543,-74.07297072863378,6.240190207586897,6-9 AM
992,125,40.72214623612536,-73.99848534925788,6.241804541271374,6-9 AM
2048,263,40.7646218376182,-73.99401039153976,6.244796160014515,6-9 AM
3496,442,40.63158386938711,-73.93862115689618,6.250137161306279,6-9 AM
1912,243,40.617749026439405,-73.93524422392049,6.254065025625921,6-9 AM
897,113,40.724382837466095,-73.96002260264875,6.254376048137409,6-9 AM
2526,324,40.62076858890445,-73.92688481602325,6.254898869668399,6-9 AM
3421,435,40.6506340996721,-74.0525455794557,6.256225448424796,6-9 AM
449,56,40.632373779911255,-73.89951167035275,6.2565255925634045,6-9 AM
2269,292,40.62380645962032,-73.93120386376867,6.26336471117448,6-9 AM
301,36,40.64744355806835,-74.06800475866223,6.266107601271167,6-9 AM
2056,264,40.64161197131093,-73.9513853623071,6.269630555208482,6-9 AM
1863,237,40.766173946501645,-74.06859444011405,6.277081584334136,6-9 AM
1700,217,40.73466668457475,-73.97794573385998,6.284753810465009,6-9 AM
2083,268,40.659239952830994,-74.06902704009354,6.28489582568513,6-9 AM
787,100,40.78217969297901,-74.05126504756485,6.287143666560485,6-9 AM
2213,283,40.71621483965598,-73.95710939556464,6.2908970128962745,6-9 AM
2863,364,40.71259195980046,-73.98134270566408,6.292830114326975,6-9 AM
904,113,40.724382837466095,-73.96002260264875,6.2951869491401915,6-9 AM
3067,388,40.68951556427794,-73.94148103418138,6.306996538602189,6-9 AM
441,55,40.64053315208261,-73.93543473723877,6.312325745953721,6-9 AM
796,101,40.65237580165088,-74.05539749602146,6.312328948152499,6-9 AM
2767,351,40.7541825625018,-73.97720845402436,6.312939262055647,6-9 AM
648,81,40.65365026327294,-74.05964915384912,6.313703521003201,6-9 AM
2830,359,40.62846366152423,-73.931199954387,6.316951036346792,6-9 AM
2540,324,40.62076858890445,-73.92688481602325,6.318481060642402,6-9 AM
3902,499,40.66405729593598,-74.06594499029256,6.32097378352387,6-9 AM
49,8,40.766633288444886,-74.06069589757584,6.323674280979914,6-9 AM
1252,154,40.63422500984021,-73.93413672350614,6.327792630928864,6-9 AM
533,66,40.63585387813277,-73.93227006504274,6.331422339394184,6-9 AM
3400,431,40.65519722436854,-74.04504160959121,6.331629498925741,6-9 AM
705,89,40.62878990066961,-73.93152430581728,6.335758858193183,6-9 AM
3756,478,40.77223809583763,-74.07208671109909,6.338574434138287,6-9 AM
3370,426,40.6447554683748,-74.07179800193884,6.3397303549194595,6-9 AM
3060,386,40.73659860659309,-73.95773912874117,6.340938116090158,6-9 AM
166,20,40.68344800138947,-73.9187546619578,6.348217921520749,6-9 AM
1884,239,40.63317532377711,-73.92528885237161,6.34974922366709,6-9 AM
1607,203,40.64504802203092,-73.93941310894641,6.35265390045066,6-9 AM
229,28,40.75817526977653,-73.99469267039059,6.356453748804216,6-9 AM
3765,479,40.63453609433939,-73.94689881033526,6.35781501611923,6-9 AM
3791,483,40.756800647109216,-74.05017481351646,6.360477776206865,6-9 AM
516,63,40.66366366627098,-74.07529583139073,6.361700657331836,6-9 AM
860,110,40.65133907367868,-74.07443698981555,6.364154818267287,6-9 AM
910,113,40.724382837466095,-73.96002260264875,6.364159254478219,6-9 AM
708,90,40.65302429272094,-74.08037837412661,6.36632974203008,6-9 AM
3900,498,40.66602402125048,-74.068339540342,6.369156370770975,6-9 AM
626,77,40.64147565179022,-73.92112036393397,6.375557376607651,6-9 AM
2199,280,40.63652432392792,-73.9422792990486,6.380833241264918,6-9 AM
293,35,40.70499616183994,-73.93005412702895,6.386639165731948,6-9 AM
2635,335,40.65028329143448,-74.05809344261411,6.387213740792644,6-9 AM
1767,227,40.696358888392965,-73.91729634774575,6.389036934672706,6-9 AM
3751,477,40.76587575232348,-74.0397695557488,6.389348897167833,6-9 AM
2827,358,40.62110761217016,-73.92919927386487,6.389571040253643,6-9 AM
3334,421,40.66508839775954,-74.07362844927698,6.390953964273873,6-9 AM
2583,328,40.62437365719571,-74.05700591782026,6.391059390129796,6-9 AM
848,110,40.65133907367868,-74.07443698981555,6.405498867464468,6-9 AM
1371,169,40.65863756975326,-74.0482336260569,6.422408846678028,6-9 AM
3084,391,40.62244448478619,-73.92955676522718,6.426544129162055,6-9 AM
2859,363,40.6499097946349,-73.92994459311033,6.431603899029989,6-9 AM
3094,392,40.77224412380551,-74.05096395310419,6.43688594011627,6-9 AM
1762,226,40.62538192847634,-73.92362592260618,6.4418266906562724,6-9 AM
3825,486,40.77260364995317,-74.06936260696983,6.442359027798538,6-9 AM
711,90,40.65302429272094,-74.08037837412661,6.445029602886267,6-9 AM
2988,379,40.77971719469863,-74.06340362783685,6.449727759741419,6-9 AM
1018,127,40.7473248151531,-73.98284834977632,6.453740486204803,6-9 AM
2148,276,40.76657104874769,-73.99232222657476,6.454336565806072,6-9 AM
294,35,40.70499616183994,-73.93005412702895,6.455708080536883,6-9 AM
332,41,40.622584127441925,-73.93605137609217,6.458577417552996,6-9 AM
2663,340,40.67940658811653,-73.91871206877677,6.463562489971557,6-9 AM
2,0,40.75697853224172,-74.00737427529111,6.467983561008608,6-9 AM
437,54,40.65879367475007,-74.07701486088743,6.468457792098571,6-9 AM
2845,360,40.77672220290122,-74.07480479612029,6.470281285954918,6-9 AM
2233,285,40.737328520774845,-73.94584000741867,6.476210290122928,6-9 AM
660,82,40.73113072103256,-73.95401159522514,6.478634040339565,6-9 AM
2975,377,40.7722897904391,-74.04007095372155,6.4789990481014526,6-9 AM
1586,200,40.67487607968518,-73.91209465662723,6.481387842813679,6-9 AM
333,41,40.622584127441925,-73.93605137609217,6.482044119778667,6-9 AM
104,14,40.69760188719248,-73.92315774203432,6.482424154252496,6-9 AM
2671,341,40.639186062769966,-73.94318375815365,6.484343058098763,6-9 AM
364,45,40.62982790502501,-73.94811106645273,6.490967828597114,6-9 AM
2954,374,40.74880253126368,-73.98702137469809,6.493698175288005,6-9 AM
933,115,40.75960878231586,-73.97958392090284,6.494444447188311,6-9 AM
